Date,Price,Open,High,Low,Vol,Change_Short,Change_Long
20/06/2016,102.61,102.88,103.4,102.6,6.63M,1.02%,0.028259345
21/06/2016,103.24,102.69,103.45,102.27,4.94M,0.61%,0.038840813
22/06/2016,102.29,103.5,103.55,102.19,4.87M,-0.92%,0.020960176
23/06/2016,104.44,103.45,104.45,103.07,5.59M,2.10%,0.026235629
24/06/2016,101.9,101.46,103.01,101.17,11.48M,-2.43%,0.003940887
27/06/2016,100.36,101.25,101.4,99.52,8.36M,-1.51%,-0.016271319
28/06/2016,101.63,101.22,102,100.64,7.17M,1.27%,0.006237624
29/06/2016,103.42,102.52,104.68,102.3,8.89M,1.76%,0.022644121
30/06/2016,104.83,103.56,105,103.28,7.65M,1.36%,0.042773302
01/07/2016,104.15,104.78,104.88,103.78,6.12M,-0.65%,0.03467117
05/07/2016,103.57,103.5,103.87,102.84,7.77M,-0.56%,0.023722447
06/07/2016,104.58,103.26,104.6,102.46,6.17M,0.98%,0.012195122
07/07/2016,103.05,104.89,105,102.14,7.71M,-1.46%,-0.00038801
08/07/2016,104.77,103.88,104.97,103,9.04M,1.67%,0.019064293
11/07/2016,105.39,104.81,106,104.8,7.21M,0.59%,0.033437929
12/07/2016,106.78,106.3,107.3,106.18,8.38M,1.32%,0.045837414
13/07/2016,106.65,106.78,107.2,105.86,5.96M,-0.12%,0.053021327
14/07/2016,106.7,107.2,107.58,106.43,4.75M,0.05%,0.060319984
15/07/2016,107.03,107.33,107.54,106.39,6.16M,0.31%,0.058969031
18/07/2016,106.09,106.67,106.75,106.02,4.93M,-0.88%,0.044501329
19/07/2016,106.04,105.98,106.27,105.65,4.63M,-0.05%,0.033427541
20/07/2016,105.59,105.93,106.13,105,6.80M,-0.42%,0.022762495
21/07/2016,105.39,105.4,105.85,104.87,6.06M,-0.19%,0.030305993
22/07/2016,105.66,105.68,106,105.2,5.26M,0.26%,0.011681348
25/07/2016,103.07,104.86,105.11,102.78,7.78M,-2.45%,0.011481845
26/07/2016,102.68,102.57,103.16,102.08,6.10M,-0.38%,0.02311678
27/07/2016,102.26,102.68,103.32,101.8,5.41M,-0.41%,0.006198957
28/07/2016,101.79,102.09,102.22,100.98,8.23M,-0.46%,-0.015760975
29/07/2016,102.48,100.53,102.66,99.85,10.16M,0.68%,-0.022417247
01/08/2016,99.11,101.33,102.1,98.61,11.55M,-3.29%,-0.048391743
02/08/2016,99.59,99.52,100.07,97.91,9.75M,0.48%,-0.038428116
03/08/2016,100.61,99.65,100.64,99.29,6.61M,1.02%,-0.037961369
04/08/2016,100.39,100.28,101.08,100,6.09M,-0.22%,-0.025812712
05/08/2016,100.51,100.99,101.07,99.72,6.71M,0.12%,-0.040660494
08/08/2016,101.2,100.99,101.68,100.72,5.45M,0.69%,-0.039757093
09/08/2016,101.32,101.85,102,100.77,4.96M,0.12%,-0.051133171
10/08/2016,100.14,101.65,101.81,99.94,5.08M,-1.16%,-0.061040788
11/08/2016,101.4,100.65,101.86,100.39,4.84M,1.26%,-0.049671978
12/08/2016,102.16,101.74,102.33,101.26,5.20M,0.75%,-0.045501261
15/08/2016,102.77,102.61,103.06,102.42,4.89M,0.60%,-0.031294184
16/08/2016,102.62,102.77,102.93,102.33,5.38M,-0.15%,-0.03225198
17/08/2016,102.22,101.5,102.3,101.02,5.31M,-0.39%,-0.031915901
18/08/2016,103.55,102.63,103.6,102.06,6.94M,1.30%,-0.017458962
19/08/2016,102.32,103.07,103.13,102.12,5.06M,-1.19%,-0.031610827
22/08/2016,101.94,101.75,102.4,101.24,5.49M,-0.37%,-0.010963423
23/08/2016,101.68,102.03,102.17,101.5,4.93M,-0.26%,-0.009738995
24/08/2016,102.2,101.4,102.29,101.28,5.18M,0.51%,-0.00058674
25/08/2016,101.89,102.29,102.29,101.53,4.49M,-0.30%,0.000982415
26/08/2016,101.32,102.11,102.48,100.86,4.78M,-0.56%,-0.011319282
29/08/2016,102.05,101.24,102.23,101,4.03M,0.72%,0.02966401
30/08/2016,101.7,102.3,102.63,101.37,3.71M,-0.34%,0.021186866
31/08/2016,100.58,101.2,101.33,99.92,6.25M,-1.10%,-0.000298181
01/09/2016,100.21,100.35,100.58,99.47,6.04M,-0.37%,-0.001793007
02/09/2016,100.93,100.89,101.46,100.26,4.68M,0.72%,0.004178689
06/09/2016,102.43,101.21,102.61,100.97,5.43M,1.49%,0.01215415
07/09/2016,102.88,102.75,103.05,102.24,5.28M,0.44%,0.015396763
08/09/2016,104.12,103.34,104.34,102.47,5.79M,1.21%,0.039744358
09/09/2016,101.27,103.35,103.41,101.23,7.81M,-2.74%,-0.001282051
12/09/2016,102.25,101.2,102.55,100.57,8.15M,0.97%,0.000880971
13/09/2016,99.43,101.65,101.65,99.17,9.30M,-2.76%,-0.032499757
14/09/2016,98.42,99.12,99.95,98.17,8.20M,-1.02%,-0.040927694
15/09/2016,99.5,98.5,100.39,98.43,6.76M,1.10%,-0.026609274
16/09/2016,97.84,98.33,98.81,97.53,12.73M,-1.67%,-0.055142443
19/09/2016,98.04,98.33,98.85,97.99,6.18M,0.20%,-0.041829554
20/09/2016,97.7,98.17,98.48,97.68,5.77M,-0.35%,-0.041593094
21/09/2016,99.63,98.35,99.69,98.25,6.36M,1.98%,-0.02016129
22/09/2016,99.98,100.52,100.75,99.84,5.42M,0.35%,-0.021722114
23/09/2016,99.22,99.34,100.55,98.87,7.40M,-0.76%,-0.026204731
26/09/2016,98.78,99.49,100.28,98.66,5.78M,-0.44%,-0.025069088
27/09/2016,98.98,98.24,99.66,97.79,6.48M,0.20%,-0.030083293
28/09/2016,102.15,99.52,102.28,98.75,10.19M,3.20%,0.004424779
29/09/2016,101.27,102,102.27,100.48,8.15M,-0.86%,0.006860211
30/09/2016,102.92,101.83,103.6,101.23,9.43M,1.63%,0.027043209
03/10/2016,102.45,102.55,102.83,101.91,4.33M,-0.46%,0.015059943
04/10/2016,101.27,102.71,102.92,100.76,6.51M,-1.15%,-0.011324807
05/10/2016,102.23,101.99,102.86,101.75,5.91M,0.95%,-0.00631804
06/10/2016,102.18,102.32,102.7,101.34,4.36M,-0.05%,-0.018632347
07/10/2016,102.27,102.5,103.47,102.19,5.84M,0.09%,0.009874593
10/10/2016,103.98,103.21,104.42,103.21,5.98M,1.67%,0.016919315
11/10/2016,103.04,103.78,104.1,102.68,5.34M,-0.90%,0.03630695
12/10/2016,102.15,102.74,102.83,101.6,4.94M,-0.86%,0.037898801
13/10/2016,100.79,101.49,101.72,99.61,7.88M,-1.33%,0.012964824
14/10/2016,101.08,101.48,101.96,100.61,5.11M,0.29%,0.03311529
17/10/2016,101.36,100.94,101.48,100.62,4.54M,0.28%,0.033863729
18/10/2016,101.79,101.99,102.25,101.12,4.72M,0.42%,0.041862845
19/10/2016,102.27,102.47,103.69,102.24,5.91M,0.47%,0.026498043
20/10/2016,101.87,101.64,102.22,100.69,4.82M,-0.39%,0.018903781
21/10/2016,101.3,101.06,101.56,100.63,5.62M,-0.56%,0.020963515
24/10/2016,100.66,101.56,101.58,100.06,6.08M,-0.63%,0.019032193
25/10/2016,100.77,100.75,101.67,100.52,4.73M,0.11%,0.018084462
26/10/2016,101.19,100.32,101.53,99.87,6.35M,0.42%,-0.009397944
27/10/2016,99.92,101.51,101.98,99.92,9.90M,-1.26%,-0.0133307
28/10/2016,103.82,101.12,105.03,100.95,17.44M,3.90%,0.008744656
31/10/2016,104.75,103.82,105.46,103.78,12.34M,0.90%,0.022449976
01/11/2016,106.48,105.51,106.74,105.45,12.76M,1.65%,0.051446628
02/11/2016,105.39,105.65,106.05,104.25,8.41M,-1.02%,0.030910692
03/11/2016,105.39,105.53,106.19,104.95,5.70M,0.00%,0.03141515
04/11/2016,104.78,105.25,105.49,104.38,7.09M,-0.58%,0.024542877
07/11/2016,106.85,106,106.98,105.78,7.33M,1.98%,0.027601462
08/11/2016,107.29,106.57,108.19,106.42,8.05M,0.41%,0.041246118
09/11/2016,107.64,106.04,108.26,105.69,9.16M,0.33%,0.053744493
10/11/2016,107.79,107.54,108.5,107.24,8.74M,0.14%,0.069451334
11/11/2016,106.64,107.48,107.65,105.94,7.94M,-1.07%,0.055005936
14/11/2016,106.59,106.15,106.73,105.59,7.66M,-0.05%,0.051598264
15/11/2016,108.96,107.49,109.06,107.4,12.16M,2.22%,0.070439139
16/11/2016,108.35,108.2,109,107.74,7.72M,-0.56%,0.059450474
17/11/2016,108.12,109,110.1,107.59,6.64M,-0.21%,0.061352704
18/11/2016,109.2,108.57,109.67,108.15,6.82M,1.00%,0.07798618
21/11/2016,110.18,110.36,111,110.07,8.48M,0.90%,0.0945758
22/11/2016,110.62,110.79,111,109.31,6.44M,0.40%,0.097747345
23/11/2016,111,110.4,111.47,110.04,4.49M,0.34%,0.096946339
25/11/2016,111,110.54,111.22,110.12,3.24M,0.00%,0.110888711
28/11/2016,110.5,110.95,111.57,110.38,6.41M,-0.45%,0.064342131
29/11/2016,109.34,109.1,109.72,108.4,7.46M,-1.05%,0.043818616
30/11/2016,111.56,112.05,112.98,111.3,17.30M,2.03%,0.04770849
01/12/2016,113.29,112.79,114.91,112.53,11.79M,1.55%,0.074959674
02/12/2016,113,113.2,113.81,112.28,6.17M,-0.26%,0.072207989
05/12/2016,113.25,113.39,114.48,113.03,6.91M,0.22%,0.080836037
06/12/2016,112.76,112.39,113.48,112.21,6.03M,-0.43%,0.055311184
07/12/2016,114.44,113.04,114.48,112.82,6.43M,1.49%,0.066641812
08/12/2016,115.17,114.73,115.4,114.2,5.52M,0.64%,0.069955407
09/12/2016,115.81,114.99,115.99,114.97,5.77M,0.56%,0.074403934
12/12/2016,117.15,117.77,118.99,116.57,10.04M,1.16%,0.098555889
13/12/2016,117.42,117.9,118.31,116.03,8.64M,0.23%,0.101604278
14/12/2016,115.96,116.71,117.88,115.76,7.88M,-1.24%,0.064243759
15/12/2016,117.05,115.63,117.39,115.36,7.46M,0.94%,0.080295339
16/12/2016,118.08,117.84,118.58,117.42,13.75M,0.88%,0.092119867
19/12/2016,117.65,118.37,118.45,117.42,5.77M,-0.36%,0.077380952
20/12/2016,117.95,117.85,118.63,117.67,4.32M,0.25%,0.070520966
21/12/2016,117.91,118.34,119,117.86,5.02M,-0.03%,0.065901284
22/12/2016,118.77,117.94,118.99,117.77,4.99M,0.73%,0.07
23/12/2016,118.42,118.41,118.69,118.05,2.68M,-0.29%,0.066846847
27/12/2016,118.22,118.5,118.9,118.11,2.99M,-0.17%,0.069864253
28/12/2016,117.91,118.31,118.86,117.75,4.09M,-0.26%,0.078379367
29/12/2016,117.82,118.01,118.42,117.48,3.21M,-0.08%,0.056113302
30/12/2016,117.7,117.44,118.24,117.31,5.02M,-0.10%,0.038926648
03/01/2017,117.85,118.38,119,116.59,7.40M,0.13%,0.042920354
04/01/2017,117.82,118.41,118.65,117.6,6.68M,-0.03%,0.040353201
05/01/2017,117.31,118,118.48,116.72,5.93M,-0.43%,0.040351188
06/01/2017,116.84,117.45,117.58,116.38,4.76M,-0.40%,0.020971688
09/01/2017,115.84,116.29,116.36,115.11,6.89M,-0.86%,0.005817487
10/01/2017,114.96,115.56,116.39,114.89,6.18M,-0.76%,-0.007339608
11/01/2017,115.93,115.15,116.45,114.86,6.16M,0.84%,-0.010413999
12/01/2017,116.16,116.5,116.99,115.41,4.94M,0.20%,-0.01073071
13/01/2017,116.38,115.86,116.88,115.61,4.95M,0.19%,0.003621939
17/01/2017,116.28,116.4,116.77,116.11,4.67M,-0.09%,-0.006578385
18/01/2017,115.94,115.68,116.04,115.4,4.86M,-0.29%,-0.018123306
19/01/2017,115.58,115.89,115.96,115.29,3.43M,-0.31%,-0.01759456
20/01/2017,115.6,116.32,116.75,115.34,6.73M,0.02%,-0.019923696
23/01/2017,115.39,115.12,115.96,114.99,5.10M,-0.18%,-0.021372233
24/01/2017,116.37,115.85,117.11,115.61,5.02M,0.85%,-0.020207123
25/01/2017,117.24,116.9,117.43,116.34,5.28M,0.75%,-0.009964533
26/01/2017,116.55,117.5,117.82,116.5,6.94M,-0.59%,-0.014126205
27/01/2017,113.79,113.53,114.7,112.85,11.70M,-2.37%,-0.034941905
30/01/2017,111.82,113.15,113.8,110.72,8.25M,-1.73%,-0.05092514
31/01/2017,111.35,111.89,112.2,110.76,7.95M,-0.42%,-0.053950722
01/02/2017,111,111.2,111.78,110.84,5.89M,-0.31%,-0.058124735
02/02/2017,112.21,111.17,112.24,110.71,6.29M,1.09%,-0.047615006
03/02/2017,113.57,112.41,114.28,112.14,6.62M,1.21%,-0.03188134
06/02/2017,112.98,113.28,113.5,112.45,5.64M,-0.52%,-0.033036631
07/02/2017,111.39,112.98,113.1,111.11,6.04M,-1.41%,-0.038415055
08/02/2017,111.58,111.13,111.79,110.32,5.19M,0.17%,-0.029401531
09/02/2017,112.26,111.91,112.63,111.69,4.61M,0.61%,-0.031657034
10/02/2017,113.05,112.75,113.45,112.37,6.19M,0.70%,-0.026773416
13/02/2017,113.91,113.36,113.99,113.05,4.86M,0.76%,-0.021223578
14/02/2017,112.52,112.68,113.07,111.78,5.81M,-1.22%,-0.032335741
15/02/2017,112.57,112.21,113.24,112.21,7.05M,0.04%,-0.029066759
16/02/2017,110.68,112.99,112.99,110.43,9.48M,-1.68%,-0.042394878
17/02/2017,110.33,110.42,110.57,109.27,8.11M,-0.32%,-0.045588235
21/02/2017,111.72,110.73,112.31,110.6,6.62M,1.26%,-0.031805182
22/02/2017,110.38,111.19,111.78,110.31,5.73M,-1.20%,-0.051473748
23/02/2017,111.02,111.34,111.83,110.75,8.66M,0.58%,-0.053053565
24/02/2017,110.12,110.9,111.02,109.47,6.19M,-0.81%,-0.055169455
27/02/2017,111.75,110.65,112.27,110.37,7.28M,1.48%,-0.017927762
28/02/2017,112.5,111.66,112.76,111.49,7.03M,0.67%,0.006081202
01/03/2017,113.88,112.92,114.39,112.88,7.35M,1.23%,0.02272115
02/03/2017,113.36,113.67,114.27,113.31,5.89M,-0.46%,0.021261261
03/03/2017,113.55,113.76,113.89,113.21,4.91M,0.17%,0.011941895
06/03/2017,113.17,113.25,113.5,112.67,4.73M,-0.33%,-0.003522057
07/03/2017,111.81,113.54,113.88,111.69,6.66M,-1.20%,-0.010355815
08/03/2017,109.61,111.68,111.92,109.4,9.07M,-1.97%,-0.01597989
09/03/2017,110.04,109.31,110.17,108.51,7.25M,0.39%,-0.013801757
10/03/2017,110.61,111.4,111.41,109.44,6.56M,0.52%,-0.014698022
13/03/2017,109.35,110.51,110.81,109.31,6.37M,-1.14%,-0.032728881
14/03/2017,107.36,108.47,108.57,107.12,9.94M,-1.82%,-0.057501536
15/03/2017,108.88,108.08,108.98,107.54,9.47M,1.42%,-0.032349804
16/03/2017,107.86,108.81,108.88,107.44,8.89M,-0.94%,-0.041840632
17/03/2017,107.68,108,108.42,107.68,14.35M,-0.17%,-0.027105168
20/03/2017,107.66,107.27,107.85,107.02,5.30M,-0.02%,-0.024200127
21/03/2017,108.04,108.06,108.23,107.4,7.41M,0.35%,-0.032939492
22/03/2017,108.39,107.65,108.85,107.52,8.11M,0.32%,-0.018028628
23/03/2017,107.87,108.29,108.86,107.75,5.45M,-0.48%,-0.028373266
24/03/2017,107.99,107.93,108.42,107.7,6.34M,0.11%,-0.019342535
27/03/2017,106.28,107,107.35,105.82,6.48M,-1.58%,-0.048948546
28/03/2017,107.17,106.28,107.74,106.12,6.33M,0.84%,-0.047377778
29/03/2017,108.07,106.95,108.08,106.88,4.92M,0.84%,-0.051018616
30/03/2017,107.78,108.15,108.68,107.2,6.80M,-0.27%,-0.049223712
31/03/2017,107.37,107.7,108.14,107.05,6.16M,-0.38%,-0.054425363
03/04/2017,107.8,107.22,107.97,106.38,5.80M,0.40%,-0.047450738
04/04/2017,108.66,107.88,108.72,107.01,4.69M,0.80%,-0.028172793
05/04/2017,108.64,109.65,110.67,108.56,6.40M,-0.02%,-0.008849558
06/04/2017,109.29,109.12,109.65,108.75,3.93M,0.60%,-0.006815703
07/04/2017,108.86,109.38,109.58,108.67,4.89M,-0.39%,-0.015821354
10/04/2017,109.43,109.12,110.2,108.97,4.81M,0.52%,0.000731596
11/04/2017,108.97,109.53,109.54,108.06,3.96M,-0.42%,0.014996274
12/04/2017,108.97,109.36,109.36,108.45,5.05M,0.00%,0.000826598
13/04/2017,106.1,108.64,108.73,105.93,6.89M,-2.63%,-0.016317449
17/04/2017,106.17,106.17,106.48,105.65,5.28M,0.07%,-0.014023031
18/04/2017,105.68,105.81,106.68,105.32,4.25M,-0.46%,-0.018391232
19/04/2017,104.23,105.89,106.14,103.83,6.67M,-1.37%,-0.035264717
20/04/2017,104.88,104.4,105.69,104.36,4.99M,0.62%,-0.032383061
21/04/2017,104.89,104.8,105.43,104.29,5.43M,0.01%,-0.027625846
24/04/2017,105.93,105.79,106.41,105.37,4.54M,0.99%,-0.01907584
25/04/2017,106.73,106.3,106.97,106.18,4.62M,0.76%,0.004234099
26/04/2017,106.08,106.4,107.48,105.97,6.69M,-0.61%,-0.010170757
27/04/2017,105.47,105.96,105.98,104.67,5.78M,-0.58%,-0.024058481
28/04/2017,106.7,107.05,107.6,105.99,6.85M,1.17%,-0.010020412
01/05/2017,105.92,106.26,106.73,105.76,4.96M,-0.73%,-0.013504703
02/05/2017,105.36,106.11,106.53,105.09,5.11M,-0.53%,-0.022634508
03/05/2017,106.72,105.36,107.26,105.13,5.66M,1.29%,-0.017853856
04/05/2017,104.81,106.24,106.33,104.14,8.04M,-1.79%,-0.03525405
05/05/2017,105.79,104.92,105.89,104.7,5.06M,0.94%,-0.032024888
08/05/2017,106.68,105.93,106.72,105.82,5.18M,0.84%,-0.020025721
09/05/2017,105.08,106.51,106.75,104.81,5.02M,-1.50%,-0.039751439
10/05/2017,106.5,105.82,106.83,105.54,5.58M,1.35%,-0.022666789
11/05/2017,106.21,107.08,107.08,105.63,4.63M,-0.27%,-0.025328072
12/05/2017,105.96,106.06,106.29,105.48,4.49M,-0.24%,-0.00131951
15/05/2017,106.85,107.15,107.71,106.67,6.65M,0.84%,0.006404822
16/05/2017,107.25,107.57,107.66,106.94,5.00M,0.37%,0.01485617
17/05/2017,104.7,105.53,106.27,104.62,6.38M,-2.38%,0.004509258
18/05/2017,105.17,104.55,105.68,103.84,5.62M,0.45%,0.002765065
19/05/2017,106.52,105.52,106.52,105.17,8.38M,1.28%,0.01554009
22/05/2017,106.12,107.09,107.09,105.75,4.49M,-0.38%,0.001793637
23/05/2017,106.27,106.07,106.56,105.98,3.46M,0.14%,-0.004309941
24/05/2017,106.22,106.1,106.36,105.72,3.48M,-0.05%,0.001319759
25/05/2017,105.11,106.1,106.71,104.72,5.29M,-1.05%,-0.003413293
26/05/2017,104.72,105.05,105.28,104.6,3.75M,-0.37%,-0.018556701
30/05/2017,104.06,104.35,104.71,103.75,4.29M,-0.63%,-0.017560423
31/05/2017,103.48,103.55,103.89,103.07,8.04M,-0.56%,-0.017843584
01/06/2017,104.27,103.69,104.28,103.43,4.77M,0.76%,-0.022957271
02/06/2017,103.11,103.82,103.94,102.77,5.86M,-1.11%,-0.016219826
05/06/2017,103.19,102.8,103.58,102.63,4.52M,0.08%,-0.024576992
06/06/2017,104.17,103.11,104.45,102.76,4.68M,0.95%,-0.023528309
07/06/2017,103.77,103.97,104.43,102.55,7.20M,-0.38%,-0.012466692
08/06/2017,104,103.44,104.74,103.44,6.49M,0.22%,-0.023474178
09/06/2017,106.4,104.01,106.49,104.01,6.60M,2.31%,0.001788909
12/06/2017,108.04,107.42,108.43,107.28,8.69M,1.54%,0.019630049
13/06/2017,108.13,108.34,108.49,107.16,6.10M,0.08%,0.01197941
14/06/2017,106.6,107.91,107.99,105.74,6.20M,-1.41%,-0.006060606
15/06/2017,106.33,106.5,106.8,105.87,5.44M,-0.25%,0.01556829
16/06/2017,108.35,106.94,108.36,106.21,11.63M,1.90%,0.03023676
19/06/2017,107.46,108.31,108.38,107.14,4.58M,-0.82%,0.008824634
20/06/2017,106.48,106.25,106.6,105.38,5.17M,-0.91%,0.003392386
21/06/2017,104.49,105.89,106.9,103.92,6.99M,-1.87%,-0.016749788
22/06/2017,104.45,104.48,105.14,104.04,4.20M,-0.04%,-0.016663529
23/06/2017,105,104.25,105.42,104.24,5.77M,0.53%,-0.001046523
26/06/2017,104.14,105.03,105.19,104.03,3.60M,-0.82%,-0.005538579
27/06/2017,104.07,104.73,104.89,104.03,4.17M,-0.07%,9.60984E-05
28/06/2017,104.28,104.43,104.9,104.04,4.16M,0.20%,0.007730963
29/06/2017,104.12,104.38,105.15,104.05,4.29M,-0.15%,-0.001438573
30/06/2017,104.33,104.53,104.72,103.89,5.50M,0.20%,0.011832024
03/07/2017,106.3,104.24,106.96,104.24,4.42M,1.89%,0.030138579
05/07/2017,104.62,105.99,106.3,104.27,4.48M,-1.58%,0.004319862
06/07/2017,103.82,104.67,105.13,103.71,5.08M,-0.76%,0.000481835
07/07/2017,103.49,103.59,103.76,102.81,6.46M,-0.32%,-0.004903846
10/07/2017,103.04,103.44,103.58,102.6,4.63M,-0.43%,-0.031578947
11/07/2017,103.12,103.15,103.5,102.55,4.32M,0.08%,-0.045538689
12/07/2017,103.89,104,104.75,103.47,3.98M,0.75%,-0.03921206
13/07/2017,104.13,103.8,104.21,103.46,4.44M,0.23%,-0.023170732
14/07/2017,104.44,104.38,104.64,103.73,3.64M,0.30%,-0.017774852
17/07/2017,104.21,104.32,104.97,104.08,5.57M,-0.22%,-0.038209506
18/07/2017,103.72,104.6,104.6,103.51,4.34M,-0.47%,-0.034803648
19/07/2017,104.46,103.56,104.48,103.51,4.93M,0.71%,-0.018970699
20/07/2017,104.63,105,105.37,103.81,5.37M,0.16%,0.001339841
21/07/2017,103.25,104.18,104.38,103.15,5.30M,-1.32%,-0.011488751
24/07/2017,103.2,103.18,103.57,102.92,4.08M,-0.05%,-0.017142857
25/07/2017,104.39,104.45,105.15,104.32,7.09M,1.15%,0.002400615
26/07/2017,105.12,104.63,106.08,104.2,5.88M,0.70%,0.010089363
27/07/2017,106.11,104.88,106.32,104.61,5.89M,0.94%,0.017548907
28/07/2017,108.12,106.71,109.13,106.36,7.81M,1.89%,0.038417211
31/07/2017,109.19,108.39,110,108.15,7.56M,0.99%,0.046582958
01/08/2017,110.78,109.54,110.97,109.42,8.16M,1.46%,0.042144873
02/08/2017,110.46,110.39,111.19,109.85,6.21M,-0.29%,0.055821067
03/08/2017,109.43,110.23,110.45,109.05,5.61M,-0.93%,0.054035831
04/08/2017,110.11,109.43,110.2,109.43,4.64M,0.62%,0.063967533
07/08/2017,109.78,109.81,110.29,109.58,4.76M,-0.30%,0.065411491
08/08/2017,110.35,110,110.71,109.77,4.11M,0.52%,0.07011249
09/08/2017,110.89,110.74,111.41,110.26,3.97M,0.49%,0.067378959
10/08/2017,110.11,111.23,111.44,110.03,4.95M,-0.70%,0.057428215
11/08/2017,109.23,110.2,110.49,109.13,3.38M,-0.80%,0.045863654
14/08/2017,108.71,109.26,109.82,108.32,4.29M,-0.48%,0.043182036
15/08/2017,108.57,108.75,108.9,107.53,5.31M,-0.13%,0.046760509
16/08/2017,106.84,107.63,107.92,106.69,4.19M,-1.59%,0.022783841
17/08/2017,105.92,106.61,106.87,105.91,5.87M,-0.86%,0.01232916
18/08/2017,106.48,105.84,107.34,105.5,5.47M,0.53%,0.031283293
21/08/2017,105.78,106.48,106.48,105.3,3.56M,-0.66%,0.025
22/08/2017,106.36,105.99,106.92,105.81,5.63M,0.55%,0.018871539
23/08/2017,106.61,106.21,107.06,106.11,4.19M,0.24%,0.014174277
24/08/2017,107.44,106.5,107.67,106.33,5.06M,0.78%,0.012534163
25/08/2017,108.23,107.82,108.71,107.52,4.38M,0.74%,0.001017388
28/08/2017,107.76,108.54,108.59,107.27,3.68M,-0.43%,-0.013096437
29/08/2017,107.86,107.43,108.05,107.04,3.23M,0.09%,-0.026358548
30/08/2017,107.73,107.58,107.84,107.1,3.13M,-0.12%,-0.024714829
31/08/2017,107.62,108,108.23,107.5,5.51M,-0.10%,-0.016540254
01/09/2017,108.76,107.68,109.16,107.51,3.66M,1.06%,-0.012260467
05/09/2017,109.44,109.36,110.26,108.7,5.52M,0.63%,-0.003097103
06/09/2017,111.79,110,112.23,109.8,8.58M,2.15%,0.013049388
07/09/2017,111.8,112.18,112.87,111.36,5.94M,0.01%,0.008206331
08/09/2017,110.78,111.59,111.75,110.53,4.03M,-0.91%,0.006084824
11/09/2017,112.52,111.83,112.57,111.52,5.97M,1.57%,0.03011993
12/09/2017,112.49,112.82,112.95,111.86,5.11M,-0.03%,0.03477141
13/09/2017,114.18,112.49,114.32,112.28,5.89M,1.50%,0.051671733
14/09/2017,114.45,114.26,115.34,114.18,5.82M,0.24%,0.071228004
15/09/2017,114.63,114.83,114.91,113.63,8.39M,0.16%,0.082231873
18/09/2017,115.19,114.42,115.22,114.32,4.95M,0.49%,0.081799399
19/09/2017,116.34,115.25,116.42,115.19,6.19M,1.00%,0.099829836
20/09/2017,116.37,116.5,117.15,116.19,5.38M,0.03%,0.094114329
21/09/2017,116.47,116.22,116.52,115.83,4.33M,0.09%,0.092486634
22/09/2017,117.29,116.41,117.83,116.27,5.31M,0.70%,0.091679077
25/09/2017,117.99,117.23,118.33,117.02,5.98M,0.60%,0.090178324
26/09/2017,117.52,117.79,118.03,117.25,4.87M,-0.40%,0.090571641
27/09/2017,117.45,117.46,117.6,116.77,3.93M,-0.06%,0.088911552
28/09/2017,117.62,117.17,118.13,117.02,4.95M,0.14%,0.091803583
29/09/2017,117.5,117.17,117.52,116.73,4.87M,-0.10%,0.091804497
02/10/2017,117.43,116.42,117.79,115.53,4.29M,-0.06%,0.079716808
03/10/2017,117.82,117.08,118.25,117.01,3.89M,0.33%,0.076571637
04/10/2017,117.58,117.82,117.87,117.13,3.44M,-0.20%,0.051793541
05/10/2017,118.58,117.45,118.69,117.33,5.47M,0.85%,0.060644007
06/10/2017,117.03,117.95,118.15,116.8,3.53M,-1.31%,0.056418126
09/10/2017,117.71,117.34,118.08,117.01,2.95M,0.58%,0.046125133
10/10/2017,118.8,118.4,119.81,118.29,5.68M,0.93%,0.056093875
11/10/2017,119.33,119.21,119.52,118.58,3.93M,0.45%,0.045104221
12/10/2017,119.14,118.49,119.65,118.31,3.93M,-0.16%,0.040978593
13/10/2017,119.16,119.79,120,119.07,4.64M,0.02%,0.039518451
16/10/2017,120.13,119.84,120.89,119.43,5.50M,0.81%,0.042885667
17/10/2017,120.22,120.23,120.74,119.83,4.84M,0.07%,0.033350524
18/10/2017,118.15,119.4,120.02,117.99,5.51M,-1.72%,0.015296038
19/10/2017,118.2,118.06,118.74,117.95,4.58M,0.04%,0.01485361
20/10/2017,118.64,118.61,118.78,118.07,4.92M,0.37%,0.011509933
23/10/2017,118.93,118.72,119.3,118.45,3.87M,0.24%,0.007966777
24/10/2017,119.23,119.48,119.92,119.07,4.47M,0.25%,0.014550715
25/10/2017,118.44,119,119.44,118.14,4.55M,-0.66%,0.008429119
26/10/2017,118.44,118.78,119,118.14,4.09M,0.00%,0.006971603
27/10/2017,113.54,116.13,116.4,112.57,14.53M,-4.14%,-0.033702128
30/10/2017,114.39,113.17,115.1,112.84,7.52M,0.75%,-0.025887763
31/10/2017,115.89,114.45,116.38,113.82,7.15M,1.31%,-0.01638092
01/11/2017,115.9,116.3,116.97,115.35,5.03M,0.01%,-0.014288144
02/11/2017,115.33,116.21,116.47,114.7,4.33M,-0.49%,-0.027407657
03/11/2017,114.99,115.48,115.75,114.73,4.10M,-0.29%,-0.017431428
06/11/2017,117.04,115.37,117.16,114.99,5.95M,1.78%,-0.005691955
07/11/2017,117.24,117.38,118,116.48,5.22M,0.17%,-0.013131313
